objname,propname,timestamp,real,reactive,violation
801,constant_power_A,2020-07-01 00:00:00 PDT,1140000.0,570000.0,POWERLIMIT
801,constant_power_B,2020-07-01 00:00:00 PDT,1140000.0,570000.0,POWERLIMIT
801,constant_power_C,2020-07-01 00:00:00 PDT,1150000.0,575000.0,NONE
801,measured_voltage_A,2020-07-01 00:00:00 PDT,7471.0,2414.6,NONE
801,measured_voltage_B,2020-07-01 00:00:00 PDT,12497.4,2439.0,NONE
801,measured_voltage_C,2020-07-01 00:00:00 PDT,10032.0,-1853.6,NONE
812,constant_power_A,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
812,constant_power_B,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
812,constant_power_C,2020-07-01 00:00:00 PDT,1010000.0,475294.1,NONE
812,measured_voltage_A,2020-07-01 00:00:00 PDT,7398.2,2450.2,NONE
812,measured_voltage_B,2020-07-01 00:00:00 PDT,12523.5,2494.1,NONE
812,measured_voltage_C,2020-07-01 00:00:00 PDT,10079.9,-1942.0,NONE
813,constant_power_A,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
813,constant_power_B,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
813,constant_power_C,2020-07-01 00:00:00 PDT,1010000.0,475294.1,NONE
813,measured_voltage_A,2020-07-01 00:00:00 PDT,7400.2,2454.9,NONE
813,measured_voltage_B,2020-07-01 00:00:00 PDT,12483.8,2466.4,NONE
813,measured_voltage_C,2020-07-01 00:00:00 PDT,10116.9,-1919.9,NONE
814,constant_power_A,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
814,constant_power_B,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
814,constant_power_C,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
814,measured_voltage_A,2020-07-01 00:00:00 PDT,7314.9,2477.8,NONE
814,measured_voltage_B,2020-07-01 00:00:00 PDT,12500.1,2492.0,NONE
814,measured_voltage_C,2020-07-01 00:00:00 PDT,10186.5,-1967.1,NONE
818,constant_power_A,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
818,constant_power_B,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
818,constant_power_C,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
818,measured_voltage_A,2020-07-01 00:00:00 PDT,7267.2,2492.7,NONE
818,measured_voltage_B,2020-07-01 00:00:00 PDT,12534.5,2527.2,NONE
818,measured_voltage_C,2020-07-01 00:00:00 PDT,10200.4,-2016.1,NONE
820,constant_power_A,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
820,constant_power_B,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
820,constant_power_C,2020-07-01 00:00:00 PDT,1010000.0,475294.1,NONE
820,measured_voltage_A,2020-07-01 00:00:00 PDT,7289.8,2510.7,NONE
820,measured_voltage_B,2020-07-01 00:00:00 PDT,12516.3,2516.8,NONE
820,measured_voltage_C,2020-07-01 00:00:00 PDT,10196.2,-2023.6,NONE
822,constant_power_A,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
822,constant_power_B,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
822,constant_power_C,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
822,measured_voltage_A,2020-07-01 00:00:00 PDT,7106.7,2574.3,NONE
822,measured_voltage_B,2020-07-01 00:00:00 PDT,12573.8,2576.0,NONE
822,measured_voltage_C,2020-07-01 00:00:00 PDT,10322.8,-2144.4,NONE
824,constant_power_A,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
824,constant_power_B,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
824,constant_power_C,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
824,measured_voltage_A,2020-07-01 00:00:00 PDT,7049.0,2590.3,NONE
824,measured_voltage_B,2020-07-01 00:00:00 PDT,12614.8,2614.4,NONE
824,measured_voltage_C,2020-07-01 00:00:00 PDT,10340.3,-2197.3,NONE
825,constant_power_A,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
825,constant_power_B,2020-07-01 00:00:00 PDT,1010000.0,505000.0,NONE
825,constant_power_C,2020-07-01 00:00:00 PDT,1000000.0,100000.0,POWERLIMIT
825,measured_voltage_A,2020-07-01 00:00:00 PDT,7149.3,2562.9,NONE
825,measured_voltage_B,2020-07-01 00:00:00 PDT,12600.9,2560.9,NONE
825,measured_voltage_C,2020-07-01 00:00:00 PDT,10255.1,-2118.3,NONE
827,constant_power_A,2020-07-01 00:00:00 PDT,840000.0,84000.0,NONE
827,constant_power_B,2020-07-01 00:00:00 PDT,840000.0,84000.0,NONE
827,constant_power_C,2020-07-01 00:00:00 PDT,840000.0,420000.0,NONE
827,measured_voltage_A,2020-07-01 00:00:00 PDT,7340.4,2512.1,NONE
827,measured_voltage_B,2020-07-01 00:00:00 PDT,12485.7,2515.8,NONE
827,measured_voltage_C,2020-07-01 00:00:00 PDT,10175.8,-2025.9,NONE
828,constant_power_A,2020-07-01 00:00:00 PDT,940000.0,470000.0,NONE
828,constant_power_B,2020-07-01 00:00:00 PDT,940000.0,470000.0,NONE
828,constant_power_C,2020-07-01 00:00:00 PDT,940000.0,470000.0,NONE
828,measured_voltage_A,2020-07-01 00:00:00 PDT,7285.7,2555.0,NONE
828,measured_voltage_B,2020-07-01 00:00:00 PDT,12561.4,2527.2,NONE
828,measured_voltage_C,2020-07-01 00:00:00 PDT,10156.6,-2080.4,NONE
829,constant_power_A,2020-07-01 00:00:00 PDT,950000.0,95000.0,NONE
829,constant_power_B,2020-07-01 00:00:00 PDT,950000.0,95000.0,NONE
829,constant_power_C,2020-07-01 00:00:00 PDT,950000.0,95000.0,NONE
829,measured_voltage_A,2020-07-01 00:00:00 PDT,7278.7,2494.8,NONE
829,measured_voltage_B,2020-07-01 00:00:00 PDT,12515.6,2557.5,NONE
829,measured_voltage_C,2020-07-01 00:00:00 PDT,10208.5,-2048.9,NONE
830,constant_power_A,2020-07-01 00:00:00 PDT,940000.0,94000.0,NONE
830,constant_power_B,2020-07-01 00:00:00 PDT,940000.0,94000.0,NONE
830,constant_power_C,2020-07-01 00:00:00 PDT,940000.0,94000.0,NONE
830,measured_voltage_A,2020-07-01 00:00:00 PDT,7318.6,2475.2,NONE
830,measured_voltage_B,2020-07-01 00:00:00 PDT,12484.8,2536.3,NONE
830,measured_voltage_C,2020-07-01 00:00:00 PDT,10199.0,-2008.7,NONE
831,constant_power_A,2020-07-01 00:00:00 PDT,950000.0,95000.0,NONE
831,constant_power_B,2020-07-01 00:00:00 PDT,950000.0,95000.0,NONE
831,constant_power_C,2020-07-01 00:00:00 PDT,950000.0,95000.0,NONE
831,measured_voltage_A,2020-07-01 00:00:00 PDT,7276.7,2475.8,NONE
831,measured_voltage_B,2020-07-01 00:00:00 PDT,12505.2,2568.9,NONE
831,measured_voltage_C,2020-07-01 00:00:00 PDT,10221.4,-2040.4,NONE
832,constant_power_A,2020-07-01 00:00:00 PDT,850000.0,85000.0,NONE
832,constant_power_B,2020-07-01 00:00:00 PDT,850000.0,85000.0,NONE
832,constant_power_C,2020-07-01 00:00:00 PDT,850000.0,425000.0,NONE
832,measured_voltage_A,2020-07-01 00:00:00 PDT,7304.0,2516.3,NONE
832,measured_voltage_B,2020-07-01 00:00:00 PDT,12507.8,2563.2,NONE
832,measured_voltage_C,2020-07-01 00:00:00 PDT,10190.9,-2075.4,NONE
833,constant_power_A,2020-07-01 00:00:00 PDT,950000.0,95000.0,NONE
833,constant_power_B,2020-07-01 00:00:00 PDT,950000.0,95000.0,NONE
833,constant_power_C,2020-07-01 00:00:00 PDT,950000.0,95000.0,NONE
833,measured_voltage_A,2020-07-01 00:00:00 PDT,7286.0,2468.5,NONE
833,measured_voltage_B,2020-07-01 00:00:00 PDT,12498.9,2574.4,NONE
833,measured_voltage_C,2020-07-01 00:00:00 PDT,10218.1,-2038.3,NONE
834,constant_power_A,2020-07-01 00:00:00 PDT,850000.0,85000.0,NONE
834,constant_power_B,2020-07-01 00:00:00 PDT,850000.0,85000.0,NONE
834,constant_power_C,2020-07-01 00:00:00 PDT,850000.0,425000.0,NONE
834,measured_voltage_A,2020-07-01 00:00:00 PDT,7300.7,2507.6,NONE
834,measured_voltage_B,2020-07-01 00:00:00 PDT,12501.8,2579.7,NONE
834,measured_voltage_C,2020-07-01 00:00:00 PDT,10200.5,-2082.0,NONE
835,constant_power_A,2020-07-01 00:00:00 PDT,870000.0,87000.0,NONE
835,constant_power_B,2020-07-01 00:00:00 PDT,870000.0,87000.0,NONE
835,constant_power_C,2020-07-01 00:00:00 PDT,870000.0,409411.8,NONE
835,measured_voltage_A,2020-07-01 00:00:00 PDT,7246.5,2529.1,NONE
835,measured_voltage_B,2020-07-01 00:00:00 PDT,12546.0,2621.4,NONE
835,measured_voltage_C,2020-07-01 00:00:00 PDT,10211.4,-2143.8,NONE
836,constant_power_A,2020-07-01 00:00:00 PDT,1000000.0,100000.0,NONE
836,constant_power_B,2020-07-01 00:00:00 PDT,1000000.0,100000.0,NONE
836,constant_power_C,2020-07-01 00:00:00 PDT,1000000.0,100000.0,NONE
836,measured_voltage_A,2020-07-01 00:00:00 PDT,7091.1,2506.0,NONE
836,measured_voltage_B,2020-07-01 00:00:00 PDT,12627.2,2714.7,NONE
836,measured_voltage_C,2020-07-01 00:00:00 PDT,10287.4,-2210.8,NONE
837,constant_power_A,2020-07-01 00:00:00 PDT,960000.0,96000.0,NONE
837,constant_power_B,2020-07-01 00:00:00 PDT,960000.0,96000.0,NONE
837,constant_power_C,2020-07-01 00:00:00 PDT,960000.0,96000.0,NONE
837,measured_voltage_A,2020-07-01 00:00:00 PDT,7234.0,2463.1,NONE
837,measured_voltage_B,2020-07-01 00:00:00 PDT,12522.3,2628.4,NONE
837,measured_voltage_C,2020-07-01 00:00:00 PDT,10247.7,-2084.4,NONE
838,constant_power_A,2020-07-01 00:00:00 PDT,970000.0,477301.6,NONE
838,constant_power_B,2020-07-01 00:00:00 PDT,970000.0,97000.0,NONE
838,constant_power_C,2020-07-01 00:00:00 PDT,970000.0,97000.0,NONE
838,measured_voltage_A,2020-07-01 00:00:00 PDT,7179.3,2510.5,NONE
838,measured_voltage_B,2020-07-01 00:00:00 PDT,12566.2,2600.6,NONE
838,measured_voltage_C,2020-07-01 00:00:00 PDT,10259.8,-2105.2,NONE
840,constant_power_A,2020-07-01 00:00:00 PDT,880000.0,88000.0,NONE
840,constant_power_B,2020-07-01 00:00:00 PDT,880000.0,88000.0,NONE
840,constant_power_C,2020-07-01 00:00:00 PDT,880000.0,414117.6,NONE
840,measured_voltage_A,2020-07-01 00:00:00 PDT,7226.1,2523.5,NONE
840,measured_voltage_B,2020-07-01 00:00:00 PDT,12546.3,2651.5,NONE
840,measured_voltage_C,2020-07-01 00:00:00 PDT,10232.2,-2166.6,NONE
841,constant_power_A,2020-07-01 00:00:00 PDT,970000.0,97000.0,NONE
841,constant_power_B,2020-07-01 00:00:00 PDT,970000.0,97000.0,NONE
841,constant_power_C,2020-07-01 00:00:00 PDT,970000.0,97000.0,NONE
841,measured_voltage_A,2020-07-01 00:00:00 PDT,7171.0,2462.0,NONE
841,measured_voltage_B,2020-07-01 00:00:00 PDT,12554.4,2680.3,NONE
841,measured_voltage_C,2020-07-01 00:00:00 PDT,10280.1,-2132.7,NONE
842,constant_power_A,2020-07-01 00:00:00 PDT,960000.0,96000.0,NONE
842,constant_power_B,2020-07-01 00:00:00 PDT,960000.0,96000.0,NONE
842,constant_power_C,2020-07-01 00:00:00 PDT,960000.0,96000.0,NONE
842,measured_voltage_A,2020-07-01 00:00:00 PDT,7274.7,2536.4,NONE
842,measured_voltage_B,2020-07-01 00:00:00 PDT,12525.1,2528.8,NONE
842,measured_voltage_C,2020-07-01 00:00:00 PDT,10202.5,-2062.6,NONE
844,constant_power_A,2020-07-01 00:00:00 PDT,950000.0,475000.0,NONE
844,constant_power_B,2020-07-01 00:00:00 PDT,950000.0,95000.0,NONE
844,constant_power_C,2020-07-01 00:00:00 PDT,950000.0,95000.0,NONE
844,measured_voltage_A,2020-07-01 00:00:00 PDT,7285.1,2511.2,NONE
844,measured_voltage_B,2020-07-01 00:00:00 PDT,12515.5,2517.2,NONE
844,measured_voltage_C,2020-07-01 00:00:00 PDT,10202.0,-2026.4,NONE
